地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任,年份,兩大黨得票率,district,name,order,left,male,birth_year,party,votes,percentage,win,incumbency,year,n_candidates,right,is_odd,middle
新北市第04選區,王斯儀,3,女,1962,大愛憲改聯盟,2864,0.0154,NA,否,2016,97.68,新北市第04選區,王斯儀,3,0,0,1962,大愛憲改聯盟,2864,1.54,0,0,2016,7,0,1,0
新北市第04選區,陳茂嘉,4,男,1972,中國國民黨,54487,0.294,NA,否,2016,97.68,新北市第04選區,陳茂嘉,4,0,1,1972,中國國民黨,54487,29.4,0,0,2016,7,0,1,1
新北市第04選區,劉鳳章,5,男,1964,和平鴿聯盟黨,518,0.0027,NA,否,2016,97.68,新北市第04選區,劉鳳章,5,0,1,1964,和平鴿聯盟黨,518,0.27,0,0,2016,7,0,1,0
新北市第04選區,林麗容,6,女,1954,正黨,847,0.0045000000000000005,NA,否,2016,97.68,新北市第04選區,林麗容,6,0,0,1954,正黨,847,0.45000000000000007,0,0,2016,7,0,1,0
新北市第04選區,邱鴻玕,7,男,1970,無黨籍及未經政黨推薦,1265,0.0068000000000000005,NA,否,2016,97.68,新北市第04選區,邱鴻玕,7,0,1,1970,無黨籍及未經政黨推薦,1265,0.68,0,0,2016,7,1,1,0
新北市第04選區,朱約翰,1,男,1957,無黨籍及未經政黨推薦,1469,0.0068000000000000005,NA,否,2020,92.38,新北市第04選區,朱約翰,1,1,1,1957,無黨籍及未經政黨推薦,1469,0.68,0,0,2020,9,0,1,0
新北市第04選區,葉宏仁,2,男,1956,一邊一國行動黨,637,0.0029,NA,否,2020,92.38,新北市第04選區,葉宏仁,2,0,1,1956,一邊一國行動黨,637,0.29,0,0,2020,9,0,1,0
新北市第04選區,吳秉叡,3,男,1966,民主進步黨,119461,0.5513,*,是,2020,92.38,新北市第04選區,吳秉叡,3,0,1,1966,民主進步黨,119461,55.13,1,1,2020,9,0,1,0
新北市第04選區,黃博仁,4,男,1964,勞動黨,887,0.0040999999999999995,NA,否,2020,92.38,新北市第04選區,黃博仁,4,0,1,1964,勞動黨,887,0.4099999999999999,0,0,2020,9,0,1,0
新北市第04選區,王斯儀,5,女,1962,國會政黨聯盟,3389,0.015600000000000001,NA,否,2020,92.38,新北市第04選區,王斯儀,5,0,0,1962,國會政黨聯盟,3389,1.56,0,0,2020,9,0,1,1
新北市第04選區,陳俊憲,6,男,1979,安定力量,2729,0.0126,NA,否,2020,92.38,新北市第04選區,陳俊憲,6,0,1,1979,安定力量,2729,1.26,0,0,2020,9,0,1,0
新北市第04選區,陳明義,7,男,1967,中國國民黨,80455,0.3713,NA,否,2020,92.38,新北市第04選區,陳明義,7,0,1,1967,中國國民黨,80455,37.13,0,0,2020,9,0,1,0
新北市第04選區,張哲偉,8,男,1981,綠黨,7025,0.032400000000000005,NA,否,2020,92.38,新北市第04選區,張哲偉,8,0,1,1981,綠黨,7025,3.2400000000000007,0,0,2020,9,0,1,0
新北市第04選區,林麗容,9,女,1954,正黨,623,0.0029,NA,否,2020,92.38,新北市第04選區,林麗容,9,0,0,1954,正黨,623,0.29,0,0,2020,9,1,1,0
新北市第05選區,黃志雄,1,男,1976,中國國民黨,90856,0.5277000000000001,*,是,2012,99.15,新北市第05選區,黃志雄,1,1,1,1976,中國國民黨,90856,52.77,1,1,2012,4,0,0,0
新北市第05選區,黃茂,2,男,1944,中華民國臺灣基本法連線,543,0.0031,NA,否,2012,99.15,新北市第05選區,黃茂,2,0,1,1944,中華民國臺灣基本法連線,543,0.31,0,0,2012,4,0,0,0
新北市第05選區,廖本煙,3,男,1956,民主進步黨,78651,0.4568,NA,否,2012,99.15,新北市第05選區,廖本煙,3,0,1,1956,民主進步黨,78651,45.68,0,0,2012,4,0,0,0
新北市第05選區,江定謙,4,男,1979,健保免費連線,2101,0.012199999999999999,NA,否,2012,99.15,新北市第05選區,江定謙,4,0,1,1979,健保免費連線,2101,1.22,0,0,2012,4,1,0,0
新北市第05選區,蘇巧慧,1,女,1976,民主進步黨,92237,0.5611,*,否,2016,98.47,新北市第05選區,蘇巧慧,1,1,0,1976,民主進步黨,92237,56.11000000000001,1,0,2016,3,0,1,0
新北市第05選區,郭柏瑜,2,男,1988,時代力量,5130,0.031200000000000002,NA,否,2016,98.47,新北市第05選區,郭柏瑜,2,0,1,1988,時代力量,5130,3.12,0,0,2016,3,0,1,1
新北市第05選區,黃志雄,3,男,1976,中國國民黨,67014,0.40759999999999996,NA,是,2016,98.47,新北市第05選區,黃志雄,3,0,1,1976,中國國民黨,67014,40.76,0,1,2016,3,1,1,0
新北市第05選區,蘇巧慧,1,女,1976,民主進步黨,106368,0.5710000000000001,*,是,2020,96.88,新北市第05選區,蘇巧慧,1,1,0,1976,民主進步黨,106368,57.10000000000001,1,1,2020,3,0,1,0
新北市第05選區,黃志雄,2,男,1976,中國國民黨,77919,0.4183,NA,否,2020,96.88,新北市第05選區,黃志雄,2,0,1,1976,中國國民黨,77919,41.83,0,0,2020,3,0,1,1
新北市第05選區,徐金菊,3,女,1976,中華照生黨,1999,0.010700000000000001,NA,否,2020,96.88,新北市第05選區,徐金菊,3,0,0,1976,中華照生黨,1999,1.07,0,0,2020,3,1,1,0
新北市第06選區,林鴻池,1,男,1955,中國國民黨,86119,0.5339,*,是,2012,99.6,新北市第06選區,林鴻池,1,1,1,1955,中國國民黨,86119,53.39,1,1,2012,3,0,1,0
新北市第06選區,周雅淑,2,女,1966,民主進步黨,73950,0.45840000000000003,NA,否,2012,99.6,新北市第06選區,周雅淑,2,0,0,1966,民主進步黨,73950,45.84,0,0,2012,3,0,1,1
新北市第06選區,楊程欽,3,男,1967,台灣國民會議,1229,0.0076,NA,否,2012,99.6,新北市第06選區,楊程欽,3,0,1,1967,台灣國民會議,1229,0.76,0,0,2012,3,1,1,0
新北市第06選區,姚玉霜,1,女,1966,台灣工黨,774,0.0052,NA,否,2016,99.24,新北市第06選區,姚玉霜,1,1,0,1966,台灣工黨,774,0.52,0,0,2016,9,0,1,0
新北市第06選區,李建明,2,男,1984,樹黨,1816,0.0123,NA,否,2016,99.24,新北市第06選區,李建明,2,0,1,1984,樹黨,1816,1.23,0,0,2016,9,0,1,0
新北市第06選區,游信義,3,男,1972,信心希望聯盟,2626,0.0178,NA,否,2016,99.24,新北市第06選區,游信義,3,0,1,1972,信心希望聯盟,2626,1.78,0,0,2016,9,0,1,0
新北市第06選區,康仁俊,4,男,1973,親民黨,4085,0.0278,NA,否,2016,99.24,新北市第06選區,康仁俊,4,0,1,1973,親民黨,4085,2.78,0,0,2016,9,0,1,0
新北市第06選區,莊豐銘,5,男,1977,無黨籍及未經政黨推薦,1022,0.0069,NA,否,2016,99.24,新北市第06選區,莊豐銘,5,0,1,1977,無黨籍及未經政黨推薦,1022,0.69,0,0,2016,9,0,1,1
新北市第06選區,李貴寶,6,男,1964,民國黨,706,0.0048,NA,否,2016,99.24,新北市第06選區,李貴寶,6,0,1,1964,民國黨,706,0.48,0,0,2016,9,0,1,0
新北市第06選區,黃鈞民,7,男,1957,軍公教聯盟黨,473,0.0032,NA,否,2016,99.24,新北市第06選區,黃鈞民,7,0,1,1957,軍公教聯盟黨,473,0.32,0,0,2016,9,0,1,0
新北市第06選區,林國春,8,男,1968,中國國民黨,58050,0.39549999999999996,NA,否,2016,99.24,新北市第06選區,林國春,8,0,1,1968,中國國民黨,58050,39.55,0,0,2016,9,0,1,0
新北市第06選區,張宏陸,9,男,1972,民主進步黨,77223,0.5261,*,否,2016,99.24,新北市第06選區,張宏陸,9,0,1,1972,民主進步黨,77223,52.61,1,0,2016,9,1,1,0
新北市第06選區,張宏陸,1,男,1972,民主進步黨,88236,0.5435,*,是,2020,92.16,新北市第06選區,張宏陸,1,1,1,1972,民主進步黨,88236,54.35,1,1,2020,4,0,0,0
新北市第06選區,陳玉鳳,2,女,1972,中國和平統一黨,570,0.0034999999999999996,NA,否,2020,92.16,新北市第06選區,陳玉鳳,2,0,0,1972,中國和平統一黨,570,0.35,0,0,2020,4,0,0,0
新北市第06選區,石人仁,3,男,1959,親民黨,4362,0.0269,NA,否,2020,92.16,新北市第06選區,石人仁,3,0,1,1959,親民黨,4362,2.69,0,0,2020,4,0,0,0
新北市第06選區,林國春,4,男,1968,中國國民黨,69178,0.4261,NA,否,2020,92.16,新北市第06選區,林國春,4,0,1,1968,中國國民黨,69178,42.61,0,0,2020,4,1,0,0
新北市第07選區,江惠貞,1,女,1963,中國國民黨,73686,0.44299999999999995,*,否,2012,97.44,新北市第07選區,江惠貞,1,1,0,1963,中國國民黨,73686,44.3,1,0,2012,3,0,1,0
新北市第07選區,羅致政,2,男,1964,民主進步黨,71207,0.42810000000000004,NA,否,2012,97.44,新北市第07選區,羅致政,2,0,1,1964,民主進步黨,71207,42.81,0,0,2012,3,0,1,1
新北市第07選區,曾文振,3,男,1952,無黨籍及未經政黨推薦,21411,0.12869999999999998,NA,否,2012,97.44,新北市第07選區,曾文振,3,0,1,1952,無黨籍及未經政黨推薦,21411,12.869999999999997,0,0,2012,3,1,1,0
新北市第07選區,汪成華,1,女,1960,健保免費連線,2039,0.0132,NA,否,2016,87.13,新北市第07選區,汪成華,1,1,0,1960,健保免費連線,2039,1.32,0,0,2016,4,0,0,0
新北市第07選區,羅致政,2,男,1964,民主進步黨,82544,0.5361,*,否,2016,87.13,新北市第07選區,羅致政,2,0,1,1964,民主進步黨,82544,53.61,1,0,2016,4,0,0,0
新北市第07選區,李婉鈺,3,女,1972,無黨籍及未經政黨推薦,8038,0.052199999999999996,NA,否,2016,87.13,新北市第07選區,李婉鈺,3,0,0,1972,無黨籍及未經政黨推薦,8038,5.22,0,0,2016,4,0,0,0
新北市第07選區,江惠貞,4,女,1963,中國國民黨,61345,0.39840000000000003,NA,是,2016,87.13,新北市第07選區,江惠貞,4,0,0,1963,中國國民黨,61345,39.84,0,1,2016,4,1,0,0
新北市第07選區,朱盛興,1,男,1971,安定力量,907,0.0051,NA,否,2020,93.45,新北市第07選區,朱盛興,1,1,1,1971,安定力量,907,0.51,0,0,2020,7,0,1,0
新北市第07選區,柯志恩,2,女,1962,中國國民黨,70659,0.4008,NA,是,2020,93.45,新北市第07選區,柯志恩,2,0,0,1962,中國國民黨,70659,40.08,0,1,2020,7,0,1,0
新北市第07選區,連石磊,3,男,1948,台灣工黨,235,0.0013,NA,否,2020,93.45,新北市第07選區,連石磊,3,0,1,1948,台灣工黨,235,0.13,0,0,2020,7,0,1,0
新北市第07選區,黃足貞,4,女,1969,無黨籍及未經政黨推薦,927,0.0053,NA,否,2020,93.45,新北市第07選區,黃足貞,4,0,0,1969,無黨籍及未經政黨推薦,927,0.53,0,0,2020,7,0,1,1
新北市第07選區,吳達偉,5,男,1984,台灣民眾黨,20579,0.1167,NA,否,2020,93.45,新北市第07選區,吳達偉,5,0,1,1984,台灣民眾黨,20579,11.67,0,0,2020,7,0,1,0
新北市第07選區,張源益,6,男,1968,宗教聯盟,224,0.0013,NA,否,2020,93.45,新北市第07選區,張源益,6,0,1,1968,宗教聯盟,224,0.13,0,0,2020,7,0,1,0
新北市第07選區,羅致政,7,男,1964,民主進步黨,82764,0.46950000000000003,*,是,2020,93.45,新北市第07選區,羅致政,7,0,1,1964,民主進步黨,82764,46.95,1,1,2020,7,1,1,0
新北市第08選區,陳冠騰,1,男,1973,無黨籍及未經政黨推薦,2147,0.0102,NA,否,2012,99.21,新北市第08選區,陳冠騰,1,1,1,1973,無黨籍及未經政黨推薦,2147,1.02,0,0,2012,4,0,0,0
新北市第08選區,張慶忠,2,男,1951,中國國民黨,101161,0.48210000000000003,*,是,2012,99.21,新北市第08選區,張慶忠,2,0,1,1951,中國國民黨,101161,48.21,1,1,2012,4,0,0,0
新北市第08選區,邱珮琳,3,女,1957,無黨籍及未經政黨推薦,23023,0.1097,NA,否,2012,99.21,新北市第08選區,邱珮琳,3,0,0,1957,無黨籍及未經政黨推薦,23023,10.97,0,0,2012,4,0,0,0
新北市第08選區,江永昌,4,男,1969,民主進步黨,83468,0.3978,NA,否,2012,99.21,新北市第08選區,江永昌,4,0,1,1969,民主進步黨,83468,39.78,0,0,2012,4,1,0,0
新北市第08選區,江永昌,1,男,1969,民主進步黨,100543,0.5366,*,否,2016,88,新北市第08選區,江永昌,1,1,1,1969,民主進步黨,100543,53.66,1,0,2016,6,0,0,0
新北市第08選區,張慶忠,2,男,1951,中國國民黨,75738,0.4042,NA,是,2016,88,新北市第08選區,張慶忠,2,0,1,1951,中國國民黨,75738,40.42,0,1,2016,6,0,0,0
新北市第08選區,童正億,3,男,1988,無黨籍及未經政黨推薦,7335,0.0391,NA,否,2016,88,新北市第08選區,童正億,3,0,1,1988,無黨籍及未經政黨推薦,7335,3.91,0,0,2016,6,0,0,0
新北市第08選區,吳金魁,4,男,1954,軍公教聯盟黨,1596,0.0085,NA,否,2016,88,新北市第08選區,吳金魁,4,0,1,1954,軍公教聯盟黨,1596,0.8500000000000001,0,0,2016,6,0,0,0
新北市第08選區,林建志,5,男,1966,健保免費連線,1316,0.006999999999999999,NA,否,2016,88,新北市第08選區,林建志,5,0,1,1966,健保免費連線,1316,0.7,0,0,2016,6,0,0,0
新北市第08選區,邵伯祥,6,男,1950,大愛憲改聯盟,817,0.0043,NA,否,2016,88,新北市第08選區,邵伯祥,6,0,1,1950,大愛憲改聯盟,817,0.43,0,0,2016,6,1,0,0
新北市第08選區,邱烽堯,1,男,1973,中國國民黨,95471,0.446,NA,否,2020,94.1,新北市第08選區,邱烽堯,1,1,1,1973,中國國民黨,95471,44.6,0,0,2020,6,0,0,0
新北市第08選區,蔡宗霖,2,男,1952,一邊一國行動黨,739,0.0034999999999999996,NA,否,2020,94.1,新北市第08選區,蔡宗霖,2,0,1,1952,一邊一國行動黨,739,0.35,0,0,2020,6,0,0,0
新北市第08選區,李國憲,3,男,1969,安定力量,2977,0.0139,NA,否,2020,94.1,新北市第08選區,李國憲,3,0,1,1969,安定力量,2977,1.39,0,0,2020,6,0,0,0
新北市第08選區,許惠珍,4,女,1952,天宙和平統一家庭黨,574,0.0027,NA,否,2020,94.1,新北市第08選區,許惠珍,4,0,0,1952,天宙和平統一家庭黨,574,0.27,0,0,2020,6,0,0,0
新北市第08選區,江永昌,5,男,1969,民主進步黨,101068,0.4722,*,是,2020,94.1,新北市第08選區,江永昌,5,0,1,1969,民主進步黨,101068,47.22,1,1,2020,6,0,0,0
新北市第08選區,李正皓,6,男,1984,親民黨,13226,0.061799999999999994,NA,否,2020,94.1,新北市第08選區,李正皓,6,0,1,1984,親民黨,13226,6.18,0,0,2020,6,1,0,0
新北市第09選區,許又銘,1,男,1970,民主進步黨,50656,0.2755,NA,否,2012,69.61,新北市第09選區,許又銘,1,1,1,1970,民主進步黨,50656,27.55,0,0,2012,4,0,0,0
新北市第09選區,雷倩,2,女,1958,無黨籍及未經政黨推薦,42832,0.233,NA,否,2012,69.61,新北市第09選區,雷倩,2,0,0,1958,無黨籍及未經政黨推薦,42832,23.3,0,0,2012,4,0,0,0
新北市第09選區,林德福,3,男,1953,中國國民黨,89767,0.48829999999999996,*,是,2012,69.61,新北市第09選區,林德福,3,0,1,1953,中國國民黨,89767,48.83,1,1,2012,4,0,0,0
新北市第09選區,曾文聖,4,男,1949,中華民國臺灣基本法連線,561,0.003,NA,否,2012,69.61,新北市第09選區,曾文聖,4,0,1,1949,中華民國臺灣基本法連線,561,0.3,0,0,2012,4,1,0,0
新北市第09選區,董建一,1,男,1973,中華民國機車黨,3040,0.0192,NA,否,2016,76.38,新北市第09選區,董建一,1,1,1,1973,中華民國機車黨,3040,1.92,0,0,2016,5,0,1,0
新北市第09選區,張菁芳,2,女,1967,民國黨,23767,0.1505,NA,否,2016,76.38,新北市第09選區,張菁芳,2,0,0,1967,民國黨,23767,15.049999999999999,0,0,2016,5,0,1,0
新北市第09選區,曾文聖,3,男,1949,健保免費連線,1594,0.01,NA,否,2016,76.38,新北市第09選區,曾文聖,3,0,1,1949,健保免費連線,1594,1,0,0,2016,5,0,1,1
新北市第09選區,林德福,4,男,1953,中國國民黨,82761,0.5243,*,是,2016,76.38,新北市第09選區,林德福,4,0,1,1953,中國國民黨,82761,52.43,1,1,2016,5,0,1,0
新北市第09選區,李幸長,5,男,1952,無黨籍及未經政黨推薦,46660,0.2956,NA,否,2016,76.38,新北市第09選區,李幸長,5,0,1,1952,無黨籍及未經政黨推薦,46660,29.56,0,0,2016,5,1,1,0
新北市第09選區,陳愷寧,1,女,1995,台灣維新,4881,0.027000000000000003,NA,否,2020,52.43,新北市第09選區,陳愷寧,1,1,0,1995,台灣維新,4881,2.7,0,0,2020,6,0,0,0
新北市第09選區,林聲洲,2,男,1974,勞動黨,1850,0.0102,NA,否,2020,52.43,新北市第09選區,林聲洲,2,0,1,1974,勞動黨,1850,1.02,0,0,2020,6,0,0,0
新北市第09選區,蔡沐霖,3,男,1983,民主進步黨,68206,0.3768,NA,否,2020,52.43,新北市第09選區,蔡沐霖,3,0,1,1983,民主進步黨,68206,37.68,0,0,2020,6,0,0,0
新北市第09選區,林德福,4,男,1953,中國國民黨,102108,0.5640999999999999,*,是,2020,52.43,新北市第09選區,林德福,4,0,1,1953,中國國民黨,102108,56.41,1,1,2020,6,0,0,0
新北市第09選區,楊智淵,5,男,1990,一邊一國行動黨,900,0.005,NA,否,2020,52.43,新北市第09選區,楊智淵,5,0,1,1990,一邊一國行動黨,900,0.5,0,0,2020,6,0,0,0
新北市第09選區,詹宇賢,6,男,1989,台灣基進,3053,0.0169,NA,否,2020,52.43,新北市第09選區,詹宇賢,6,0,1,1989,台灣基進,3053,1.69,0,0,2020,6,1,0,0
新北市第10選區,楊木萬,1,男,1955,綠黨,8598,0.045700000000000005,NA,否,2012,99.48,新北市第10選區,楊木萬,1,1,1,1955,綠黨,8598,4.57,0,0,2012,5,0,1,0
新北市第10選區,莊碩漢,2,男,1955,民主進步黨,81520,0.4338,NA,否,2012,99.48,新北市第10選區,莊碩漢,2,0,1,1955,民主進步黨,81520,43.38,0,0,2012,5,0,1,0
新北市第10選區,盧嘉辰,3,男,1953,中國國民黨,89570,0.4767,*,是,2012,99.48,新北市第10選區,盧嘉辰,3,0,1,1953,中國國民黨,89570,47.67,1,1,2012,5,0,1,1
新北市第10選區,游俊文,4,男,1980,台灣主義黨,1324,0.006999999999999999,NA,否,2012,99.48,新北市第10選區,游俊文,4,0,1,1980,台灣主義黨,1324,0.7,0,0,2012,5,0,1,0
新北市第10選區,王金芬,5,女,1966,無黨籍及未經政黨推薦,6873,0.0365,NA,否,2012,99.48,新北市第10選區,王金芬,5,0,0,1966,無黨籍及未經政黨推薦,6873,3.65,0,0,2012,5,1,1,0
新北市第10選區,盧嘉辰,1,男,1953,中國國民黨,67619,0.3846,NA,是,2016,91.06,新北市第10選區,盧嘉辰,1,1,1,1953,中國國民黨,67619,38.46,0,1,2016,3,0,1,0
新北市第10選區,吳琪銘,2,男,1963,民主進步黨,102854,0.585,*,否,2016,91.06,新北市第10選區,吳琪銘,2,0,1,1963,民主進步黨,102854,58.5,1,0,2016,3,0,1,1
新北市第10選區,黃魯光,3,男,1966,自由台灣黨,5337,0.030299999999999997,NA,否,2016,91.06,新北市第10選區,黃魯光,3,0,1,1966,自由台灣黨,5337,3.03,0,0,2016,3,1,1,0
新北市第10選區,林金結,1,男,1968,中國國民黨,73686,0.35600000000000004,NA,否,2020,96.96,新北市第10選區,林金結,1,1,1,1968,中國國民黨,73686,35.6,0,0,2020,5,0,1,0
新北市第10選區,吳琪銘,2,男,1963,民主進步黨,92665,0.44770000000000004,*,是,2020,96.96,新北市第10選區,吳琪銘,2,0,1,1963,民主進步黨,92665,44.77,1,1,2020,5,0,1,0
新北市第10選區,李縉穎,3,男,1985,無黨籍及未經政黨推薦,38977,0.1883,NA,否,2020,96.96,新北市第10選區,李縉穎,3,0,1,1985,無黨籍及未經政黨推薦,38977,18.83,0,0,2020,5,0,1,1
新北市第10選區,劉瑞娜,4,女,1959,無黨籍及未經政黨推薦,476,0.0023,NA,否,2020,96.96,新北市第10選區,劉瑞娜,4,0,0,1959,無黨籍及未經政黨推薦,476,0.22999999999999998,0,0,2020,5,0,1,0
新北市第10選區,曾怡晴,5,女,1979,合一行動聯盟,1166,0.005600000000000001,NA,否,2020,96.96,新北市第10選區,曾怡晴,5,0,0,1979,合一行動聯盟,1166,0.56,0,0,2020,5,1,1,0
新北市第11選區,高建智,1,男,1953,民主進步黨,66506,0.3343,NA,否,2012,98.46,新北市第11選區,高建智,1,1,1,1953,民主進步黨,66506,33.43,0,0,2012,2,0,0,0
新北市第11選區,羅明才,2,男,1967,中國國民黨,132426,0.6656,*,是,2012,98.46,新北市第11選區,羅明才,2,0,1,1967,中國國民黨,132426,66.56,1,1,2012,2,1,0,0
新北市第11選區,羅明才,1,男,1967,中國國民黨,93962,0.51,*,是,2016,100,新北市第11選區,羅明才,1,1,1,1967,中國國民黨,93962,51,1,1,2016,3,0,1,0
新北市第11選區,曾柏瑜,2,女,1991,綠黨社會民主黨聯盟,22487,0.122,NA,否,2016,100,新北市第11選區,曾柏瑜,2,0,0,1991,綠黨社會民主黨聯盟,22487,12.2,0,0,2016,3,0,1,1
新北市第11選區,陳永福,3,男,1958,民主進步黨,67777,0.3679,NA,否,2016,100,新北市第11選區,陳永福,3,0,1,1958,民主進步黨,67777,36.79,0,0,2016,3,1,1,0
新北市第11選區,廖再興,1,男,1950,無黨籍及未經政黨推薦,3082,0.0144,NA,否,2020,87.79,新北市第11選區,廖再興,1,1,1,1950,無黨籍及未經政黨推薦,3082,1.44,0,0,2020,7,0,1,0
新北市第11選區,臧汝興,2,男,1964,勞動黨,1414,0.0066,NA,否,2020,87.79,新北市第11選區,臧汝興,2,0,1,1964,勞動黨,1414,0.66,0,0,2020,7,0,1,0
新北市第11選區,羅明才,3,男,1967,中國國民黨,124714,0.5837,*,是,2020,87.79,新北市第11選區,羅明才,3,0,1,1967,中國國民黨,124714,58.37,1,1,2020,7,0,1,0
新北市第11選區,李欣翰,4,男,1985,台灣基進,7363,0.0345,NA,否,2020,87.79,新北市第11選區,李欣翰,4,0,1,1985,台灣基進,7363,3.45,0,0,2020,7,0,1,1
新北市第11選區,胡大剛,5,男,1956,中華統一促進黨,534,0.0025,NA,否,2020,87.79,新北市第11選區,胡大剛,5,0,1,1956,中華統一促進黨,534,0.25,0,0,2020,7,0,1,0
新北市第11選區,廖麗娟,6,女,1966,合一行動聯盟,2806,0.0131,NA,否,2020,87.79,新北市第11選區,廖麗娟,6,0,0,1966,合一行動聯盟,2806,1.31,0,0,2020,7,0,1,0
新北市第11選區,張銘祐,7,男,1984,民主進步黨,73755,0.3452,NA,否,2020,87.79,新北市第11選區,張銘祐,7,0,1,1984,民主進步黨,73755,34.52,0,0,2020,7,1,1,0
新北市第12選區,李慶華,1,男,1948,中國國民黨,73953,0.4207,*,是,2012,90.21,新北市第12選區,李慶華,1,1,1,1948,中國國民黨,73953,42.07,1,1,2012,4,0,0,0
新北市第12選區,沈發惠,2,男,1966,民主進步黨,63122,0.3591,NA,否,2012,90.21,新北市第12選區,沈發惠,2,0,1,1966,民主進步黨,63122,35.91,0,0,2012,4,0,0,0
新北市第12選區,石翊靖,3,男,1950,人民最大黨,1577,0.0089,NA,否,2012,90.21,新北市第12選區,石翊靖,3,0,1,1950,人民最大黨,1577,0.89,0,0,2012,4,0,0,0
新北市第12選區,羅福助,4,男,1943,無黨籍及未經政黨推薦,37109,0.21109999999999998,NA,否,2012,90.21,新北市第12選區,羅福助,4,0,1,1943,無黨籍及未經政黨推薦,37109,21.11,0,0,2012,4,1,0,0
新北市第12選區,鐘國誌,1,男,1981,和平鴿聯盟黨,2548,0.0163,NA,否,2016,77.99,新北市第12選區,鐘國誌,1,1,1,1981,和平鴿聯盟黨,2548,1.63,0,0,2016,4,0,0,0
新北市第12選區,李慶華,2,男,1948,中國國民黨,68318,0.4371,NA,是,2016,77.99,新北市第12選區,李慶華,2,0,1,1948,中國國民黨,68318,43.71,0,1,2016,4,0,0,0
新北市第12選區,黃國昌,3,男,1973,時代力量,80508,0.5151,*,否,2016,77.99,新北市第12選區,黃國昌,3,0,1,1973,時代力量,80508,51.51,1,0,2016,4,0,0,0
新北市第12選區,陳永順,4,男,1965,信心希望聯盟,4892,0.0313,NA,否,2016,77.99,新北市第12選區,陳永順,4,0,1,1965,信心希望聯盟,4892,3.1300000000000003,0,0,2016,4,1,0,0
新北市第12選區,賴嘉倫,1,男,1980,時代力量,13563,0.0729,NA,否,2020,95.24,新北市第12選區,賴嘉倫,1,1,1,1980,時代力量,13563,7.290000000000001,0,0,2020,7,0,1,0
新北市第12選區,張志偉,2,男,1984,綠黨,1638,0.0088,NA,否,2020,95.24,新北市第12選區,張志偉,2,0,1,1984,綠黨,1638,0.88,0,0,2020,7,0,1,0
新北市第12選區,周武榮,3,男,1968,無黨籍及未經政黨推薦,1620,0.0087,NA,否,2020,95.24,新北市第12選區,周武榮,3,0,1,1968,無黨籍及未經政黨推薦,1620,0.8699999999999999,0,0,2020,7,0,1,0
新北市第12選區,李永萍,4,女,1964,中國國民黨,81613,0.4387,NA,否,2020,95.24,新北市第12選區,李永萍,4,0,0,1964,中國國民黨,81613,43.87,0,0,2020,7,0,1,1
新北市第12選區,張依維,5,女,1975,中華統一促進黨,316,0.0017000000000000001,NA,否,2020,95.24,新北市第12選區,張依維,5,0,0,1975,中華統一促進黨,316,0.17,0,0,2020,7,0,1,0
新北市第12選區,賴品妤,6,女,1992,民主進步黨,84393,0.4536,*,否,2020,95.24,新北市第12選區,賴品妤,6,0,0,1992,民主進步黨,84393,45.36,1,0,2020,7,0,1,0
新北市第12選區,孫繼正,7,男,1962,安定力量,2889,0.0155,NA,否,2020,95.24,新北市第12選區,孫繼正,7,0,1,1962,安定力量,2889,1.55,0,0,2020,7,1,1,0
新竹市第01選區,呂學樟,1,男,1952,中國國民黨,99124,0.6061,*,是,2008,NA,新竹市第01選區,呂學樟,1,1,1,1952,中國國民黨,99124,60.61,1,1,2008,3,0,1,0
新竹市第01選區,鄭宏輝,2,男,1969,民主進步黨,62334,0.3812,NA,否,2008,NA,新竹市第01選區,鄭宏輝,2,0,1,1969,民主進步黨,62334,38.12,0,0,2008,3,0,1,1
新竹市第01選區,鄧秀寶,3,女,1960,民主自由黨,2059,0.0125,NA,否,2008,NA,新竹市第01選區,鄧秀寶,3,0,0,1960,民主自由黨,2059,1.25,0,0,2008,3,1,1,0
新竹市第01選區,王瑄,1,女,1971,無黨籍及未經政黨推薦,7387,0.0322,NA,否,2012,98.75,新竹市第01選區,王瑄,1,1,0,1971,無黨籍及未經政黨推薦,7387,3.2199999999999998,0,0,2012,6,0,0,0
新竹市第01選區,鄧秀寶,2,女,1960,中華民國臺灣基本法連線,1911,0.0083,NA,否,2012,98.75,新竹市第01選區,鄧秀寶,2,0,0,1960,中華民國臺灣基本法連線,1911,0.83,0,0,2012,6,0,0,0
新竹市第01選區,呂學樟,3,男,1952,中國國民黨,121848,0.5327000000000001,*,是,2012,98.75,新竹市第01選區,呂學樟,3,0,1,1952,中國國民黨,121848,53.27,1,1,2012,6,0,0,0
新竹市第01選區,王榮德,4,男,1953,無黨籍及未經政黨推薦,1350,0.0059,NA,否,2012,98.75,新竹市第01選區,王榮德,4,0,1,1953,無黨籍及未經政黨推薦,1350,0.59,0,0,2012,6,0,0,0
新竹市第01選區,張學舜,5,男,1960,民主進步黨,95715,0.41840000000000005,NA,否,2012,98.75,新竹市第01選區,張學舜,5,0,1,1960,民主進步黨,95715,41.84,0,0,2012,6,0,0,0
