地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任,年份,兩大黨得票率,district,name,order,left,male,birth_year,party,votes,percentage,win,incumbency,year,n_candidates,right,is_odd,middle
南投縣第01選區,吳敦義,1,男,1948,中國國民黨,64295,0.6712,*,是,2008,NA,南投縣第01選區,吳敦義,1,1,1,1948,中國國民黨,64295,67.12,1,1,2008,2,0,0,0
南投縣第01選區,林耘生,2,男,1972,民主進步黨,31489,0.3287,NA,是,2008,NA,南投縣第01選區,林耘生,2,0,1,1972,民主進步黨,31489,32.87,0,1,2008,2,1,0,0
南投縣第01選區,張國鑫,1,男,1961,民主進步黨,49950,0.38549999999999995,NA,否,2012,100,南投縣第01選區,張國鑫,1,1,1,1961,民主進步黨,49950,38.55,0,0,2012,3,0,1,0
南投縣第01選區,馬文君,2,女,1965,中國國民黨,78083,0.6026,*,是,2012,100,南投縣第01選區,馬文君,2,0,0,1965,中國國民黨,78083,60.260000000000005,1,1,2012,3,0,1,1
南投縣第01選區,何國隆,3,男,1960,台灣主義黨,1526,0.011699999999999999,NA,否,2012,100,南投縣第01選區,何國隆,3,0,1,1960,台灣主義黨,1526,1.17,0,0,2012,3,1,1,0
南投縣第01選區,馬文君,1,女,1965,中國國民黨,63600,0.5477000000000001,*,是,2016,98.82,南投縣第01選區,馬文君,1,1,0,1965,中國國民黨,63600,54.77000000000001,1,1,2016,2,0,0,0
南投縣第01選區,張國鑫,2,男,1961,民主進步黨,52521,0.4522,NA,否,2016,98.82,南投縣第01選區,張國鑫,2,0,1,1961,民主進步黨,52521,45.22,0,0,2016,2,1,0,0
南投縣第01選區,馬文君,1,女,1965,中國國民黨,73480,0.5357,*,是,2020,100,南投縣第01選區,馬文君,1,1,0,1965,中國國民黨,73480,53.56999999999999,1,1,2020,2,0,0,0
南投縣第01選區,蔡培慧,2,女,1971,民主進步黨,63691,0.4643,NA,是,2020,100,南投縣第01選區,蔡培慧,2,0,0,1971,民主進步黨,63691,46.43,0,1,2020,2,1,0,0
南投縣第02選區,林明溱,1,男,1951,中國國民黨,62344,0.5793,*,否,2008,NA,南投縣第02選區,林明溱,1,1,1,1951,中國國民黨,62344,57.93000000000001,1,0,2008,3,0,1,0
南投縣第02選區,湯火聖,2,男,1956,民主進步黨,44397,0.4125,NA,是,2008,NA,南投縣第02選區,湯火聖,2,0,1,1956,民主進步黨,44397,41.25,0,1,2008,3,0,1,1
南投縣第02選區,陳翠容,3,女,1973,大道慈悲濟世黨,873,0.008100000000000001,NA,否,2008,NA,南投縣第02選區,陳翠容,3,0,0,1973,大道慈悲濟世黨,873,0.8100000000000002,0,0,2008,3,1,1,0
南投縣第02選區,賴燕雪,1,女,1964,民主進步黨,66447,0.4568,NA,否,2012,99.19,南投縣第02選區,賴燕雪,1,1,0,1964,民主進步黨,66447,45.68,0,0,2012,2,0,0,0
南投縣第02選區,林明溱,2,男,1951,中國國民黨,79008,0.5431,*,是,2012,99.19,南投縣第02選區,林明溱,2,0,1,1951,中國國民黨,79008,54.31,1,1,2012,2,1,0,0
南投縣第02選區,蔡煌瑯,1,男,1960,民主進步黨,56237,0.4335,NA,是,2016,97.82,南投縣第02選區,蔡煌瑯,1,1,1,1960,民主進步黨,56237,43.35,0,1,2016,2,0,0,0
南投縣第02選區,許淑華,2,女,1975,中國國民黨,73485,0.5664,*,是,2016,97.82,南投縣第02選區,許淑華,2,0,0,1975,中國國民黨,73485,56.64,1,1,2016,2,1,0,0
南投縣第02選區,許淑華,1,女,1975,中國國民黨,80067,0.5483,*,是,2020,100,南投縣第02選區,許淑華,1,1,0,1975,中國國民黨,80067,54.83,1,1,2020,5,0,1,0
南投縣第02選區,謝福全,2,男,1951,宗教聯盟,978,0.0067,NA,否,2020,100,南投縣第02選區,謝福全,2,0,1,1951,宗教聯盟,978,0.67,0,0,2020,5,0,1,0
南投縣第02選區,吳承叡,3,男,1995,台灣基進,4865,0.0333,NA,否,2020,100,南投縣第02選區,吳承叡,3,0,1,1995,台灣基進,4865,3.3300000000000005,0,0,2020,5,0,1,1
南投縣第02選區,傅文佐,4,男,1975,合一行動聯盟,800,0.0055000000000000005,NA,否,2020,100,南投縣第02選區,傅文佐,4,0,1,1975,合一行動聯盟,800,0.55,0,0,2020,5,0,1,0
南投縣第02選區,陳癸佑,5,男,1968,民主進步黨,59322,0.40619999999999995,NA,否,2020,100,南投縣第02選區,陳癸佑,5,0,1,1968,民主進步黨,59322,40.62,0,0,2020,5,1,1,0
嘉義市第01選區,凌子楚,1,男,1965,台灣團結聯盟,14273,0.1263,NA,否,2008,NA,嘉義市第01選區,凌子楚,1,1,1,1965,台灣團結聯盟,14273,12.629999999999999,0,0,2008,4,0,0,0
嘉義市第01選區,江義雄,2,男,1944,中國國民黨,52774,0.467,*,是,2008,NA,嘉義市第01選區,江義雄,2,0,1,1944,中國國民黨,52774,46.7,1,1,2008,4,0,0,0
嘉義市第01選區,莊和子,3,女,1945,民主進步黨,45293,0.4008,NA,是,2008,NA,嘉義市第01選區,莊和子,3,0,0,1945,民主進步黨,45293,40.08,0,1,2008,4,0,0,0
嘉義市第01選區,林瑞霞,4,女,1954,綠黨,663,0.0058,NA,否,2008,NA,嘉義市第01選區,林瑞霞,4,0,0,1954,綠黨,663,0.58,0,0,2008,4,1,0,0
嘉義市第01選區,陳建豪,1,男,1977,台灣國民會議,3922,0.0264,NA,否,2012,86.78,嘉義市第01選區,陳建豪,1,1,1,1977,台灣國民會議,3922,2.64,0,0,2012,3,0,1,0
嘉義市第01選區,江義雄,2,男,1944,中國國民黨,71906,0.4852,NA,是,2012,86.78,嘉義市第01選區,江義雄,2,0,1,1944,中國國民黨,71906,48.52,0,1,2012,3,0,1,1
嘉義市第01選區,李俊俋,3,男,1965,民主進步黨,72343,0.4882,*,否,2012,86.78,嘉義市第01選區,李俊俋,3,0,1,1965,民主進步黨,72343,48.82,1,0,2012,3,1,1,0
嘉義市第01選區,吳育仁,1,男,1969,中國國民黨,48893,0.3566,NA,是,2016,97.35,嘉義市第01選區,吳育仁,1,1,1,1969,中國國民黨,48893,35.66,0,1,2016,4,0,0,0
嘉義市第01選區,翁壽良,2,男,1969,無黨籍及未經政黨推薦,12202,0.08900000000000001,NA,否,2016,97.35,嘉義市第01選區,翁壽良,2,0,1,1969,無黨籍及未經政黨推薦,12202,8.9,0,0,2016,4,0,0,0
嘉義市第01選區,李俊俋,3,男,1965,民主進步黨,73965,0.5395,*,是,2016,97.35,嘉義市第01選區,李俊俋,3,0,1,1965,民主進步黨,73965,53.949999999999996,1,1,2016,4,0,0,0
嘉義市第01選區,黃宏成台灣阿成世界偉人財神總統,4,男,1968,無黨籍及未經政黨推薦,2037,0.0148,NA,否,2016,97.35,嘉義市第01選區,黃宏成台灣阿成世界偉人財神總統,4,0,1,1968,無黨籍及未經政黨推薦,2037,1.48,0,0,2016,4,1,0,0
嘉義市第01選區,陳泰山,1,男,1949,無黨籍及未經政黨推薦,215,0.0013,NA,否,2020,89.61,嘉義市第01選區,陳泰山,1,1,1,1949,無黨籍及未經政黨推薦,215,0.13,0,0,2020,8,0,0,0
嘉義市第01選區,凌子楚,2,男,1965,無黨籍及未經政黨推薦,7270,0.0454,NA,否,2020,89.61,嘉義市第01選區,凌子楚,2,0,1,1965,無黨籍及未經政黨推薦,7270,4.54,0,0,2020,8,0,0,0
嘉義市第01選區,戴寧,3,女,1982,無黨籍及未經政黨推薦,14000,0.0875,NA,否,2020,89.61,嘉義市第01選區,戴寧,3,0,0,1982,無黨籍及未經政黨推薦,14000,8.75,0,0,2020,8,0,0,0
嘉義市第01選區,黃宏成台灣阿成世界偉人財神總統,4,男,1968,無黨籍及未經政黨推薦,1208,0.0075,NA,否,2020,89.61,嘉義市第01選區,黃宏成台灣阿成世界偉人財神總統,4,0,1,1968,無黨籍及未經政黨推薦,1208,0.75,0,0,2020,8,0,0,0
嘉義市第01選區,傅大偉,5,男,1963,中國國民黨,53154,0.3322,NA,否,2020,89.61,嘉義市第01選區,傅大偉,5,0,1,1963,中國國民黨,53154,33.22,0,0,2020,8,0,0,0
嘉義市第01選區,王美惠,6,女,1965,民主進步黨,80333,0.502,*,否,2020,89.61,嘉義市第01選區,王美惠,6,0,0,1965,民主進步黨,80333,50.2,1,0,2020,8,0,0,0
嘉義市第01選區,蔡永泉,7,男,1952,無黨籍及未經政黨推薦,3501,0.0219,NA,否,2020,89.61,嘉義市第01選區,蔡永泉,7,0,1,1952,無黨籍及未經政黨推薦,3501,2.19,0,0,2020,8,0,0,0
嘉義市第01選區,郭瑞豐,8,男,1957,國會政黨聯盟,338,0.0021,NA,否,2020,89.61,嘉義市第01選區,郭瑞豐,8,0,1,1957,國會政黨聯盟,338,0.21,0,0,2020,8,1,0,0
嘉義縣第01選區,蔡啟芳,1,男,1954,民主進步黨,55860,0.4252,NA,是,2008,NA,嘉義縣第01選區,蔡啟芳,1,1,1,1954,民主進步黨,55860,42.52,0,1,2008,2,0,0,0
嘉義縣第01選區,翁重鈞,2,男,1955,中國國民黨,75489,0.5747,*,是,2008,NA,嘉義縣第01選區,翁重鈞,2,0,1,1955,中國國民黨,75489,57.47,1,1,2008,2,1,0,0
嘉義縣第01選區,蔡易餘,1,男,1981,民主進步黨,72586,0.49689999999999995,NA,否,2012,100,嘉義縣第01選區,蔡易餘,1,1,1,1981,民主進步黨,72586,49.69,0,0,2012,2,0,0,0
嘉義縣第01選區,翁重鈞,2,男,1955,中國國民黨,73481,0.503,*,是,2012,100,嘉義縣第01選區,翁重鈞,2,0,1,1955,中國國民黨,73481,50.3,1,1,2012,2,1,0,0
嘉義縣第01選區,邱崑龍,1,男,1942,無黨籍及未經政黨推薦,2186,0.0159,NA,否,2016,100,嘉義縣第01選區,邱崑龍,1,1,1,1942,無黨籍及未經政黨推薦,2186,1.59,0,0,2016,3,0,1,0
嘉義縣第01選區,蔡易餘,2,男,1981,民主進步黨,72469,0.5296,*,否,2016,100,嘉義縣第01選區,蔡易餘,2,0,1,1981,民主進步黨,72469,52.959999999999994,1,0,2016,3,0,1,1
嘉義縣第01選區,林江釧,3,男,1974,中國國民黨,62176,0.4543,NA,否,2016,100,嘉義縣第01選區,林江釧,3,0,1,1974,中國國民黨,62176,45.43,0,0,2016,3,1,1,0
嘉義縣第01選區,黃俊雄,1,男,1966,喜樂島聯盟,1336,0.0095,NA,否,2020,98.4,嘉義縣第01選區,黃俊雄,1,1,1,1966,喜樂島聯盟,1336,0.95,0,0,2020,4,0,0,0
嘉義縣第01選區,王啓澧,2,男,1964,中國國民黨,56256,0.3996,NA,否,2020,98.4,嘉義縣第01選區,王啓澧,2,0,1,1964,中國國民黨,56256,39.96,0,0,2020,4,0,0,0
嘉義縣第01選區,黃奕瑄,3,女,1971,中華統一促進黨,2175,0.0154,NA,否,2020,98.4,嘉義縣第01選區,黃奕瑄,3,0,0,1971,中華統一促進黨,2175,1.54,0,0,2020,4,0,0,0
嘉義縣第01選區,蔡易餘,4,男,1981,民主進步黨,81028,0.5755,*,是,2020,98.4,嘉義縣第01選區,蔡易餘,4,0,1,1981,民主進步黨,81028,57.550000000000004,1,1,2020,4,1,0,0
嘉義縣第02選區,張花冠,1,女,1954,民主進步黨,65192,0.5705,*,是,2008,NA,嘉義縣第02選區,張花冠,1,1,0,1954,民主進步黨,65192,57.05,1,1,2008,3,0,1,0
嘉義縣第02選區,黃茂,2,男,1944,制憲聯盟,940,0.008199999999999999,NA,否,2008,NA,嘉義縣第02選區,黃茂,2,0,1,1944,制憲聯盟,940,0.8199999999999998,0,0,2008,3,0,1,1
嘉義縣第02選區,涂文生,3,男,1957,中國國民黨,48131,0.42119999999999996,NA,否,2008,NA,嘉義縣第02選區,涂文生,3,0,1,1957,中國國民黨,48131,42.12,0,0,2008,3,1,1,0
嘉義縣第02選區,陳明文,1,男,1954,民主進步黨,86828,0.5519,*,是,2012,100,嘉義縣第02選區,陳明文,1,1,1,1954,民主進步黨,86828,55.19,1,1,2012,2,0,0,0
嘉義縣第02選區,陳以真,2,女,1977,中國國民黨,70477,0.44799999999999995,NA,否,2012,100,嘉義縣第02選區,陳以真,2,0,0,1977,中國國民黨,70477,44.8,0,0,2012,2,1,0,0
嘉義縣第02選區,陳明文,1,男,1954,民主進步黨,88538,0.6518,*,是,2016,100,嘉義縣第02選區,陳明文,1,1,1,1954,民主進步黨,88538,65.18,1,1,2016,3,0,1,0
嘉義縣第02選區,賴競民,2,男,1983,大愛憲改聯盟,4016,0.029500000000000002,NA,否,2016,100,嘉義縣第02選區,賴競民,2,0,1,1983,大愛憲改聯盟,4016,2.95,0,0,2016,3,0,1,1
嘉義縣第02選區,林于玲,3,女,1963,中國國民黨,43279,0.3186,NA,否,2016,100,嘉義縣第02選區,林于玲,3,0,0,1963,中國國民黨,43279,31.86,0,0,2016,3,1,1,0
嘉義縣第02選區,許能通,1,男,1953,無黨籍及未經政黨推薦,13246,0.08470000000000001,NA,否,2020,97.04,嘉義縣第02選區,許能通,1,1,1,1953,無黨籍及未經政黨推薦,13246,8.47,0,0,2020,6,0,0,0
嘉義縣第02選區,許韶珍,2,女,1969,喜樂島聯盟,2681,0.0171,NA,否,2020,97.04,嘉義縣第02選區,許韶珍,2,0,0,1969,喜樂島聯盟,2681,1.71,0,0,2020,6,0,0,0
嘉義縣第02選區,林國慶,3,男,1965,無黨籍及未經政黨推薦,64415,0.41200000000000003,NA,否,2020,97.04,嘉義縣第02選區,林國慶,3,0,1,1965,無黨籍及未經政黨推薦,64415,41.2,0,0,2020,6,0,0,0
嘉義縣第02選區,簡明廉,4,男,1961,無黨籍及未經政黨推薦,1443,0.0092,NA,否,2020,97.04,嘉義縣第02選區,簡明廉,4,0,1,1961,無黨籍及未經政黨推薦,1443,0.9199999999999999,0,0,2020,6,0,0,0
嘉義縣第02選區,陳明文,5,男,1954,民主進步黨,72141,0.46140000000000003,*,是,2020,97.04,嘉義縣第02選區,陳明文,5,0,1,1954,民主進步黨,72141,46.14,1,1,2020,6,0,0,0
嘉義縣第02選區,王金山,6,男,1969,台灣維新,2418,0.0155,NA,否,2020,97.04,嘉義縣第02選區,王金山,6,0,1,1969,台灣維新,2418,1.55,0,0,2020,6,1,0,0
基隆市第01選區,游祥耀,1,男,1952,民主進步黨,41709,0.2858,NA,否,2008,NA,基隆市第01選區,游祥耀,1,1,1,1952,民主進步黨,41709,28.58,0,0,2008,4,0,0,0
基隆市第01選區,呂貞中,2,男,1973,公民黨,1869,0.0128,NA,否,2008,NA,基隆市第01選區,呂貞中,2,0,1,1973,公民黨,1869,1.28,0,0,2008,4,0,0,0
基隆市第01選區,王醒之,3,男,1972,綠黨,3426,0.023399999999999997,NA,否,2008,NA,基隆市第01選區,王醒之,3,0,1,1972,綠黨,3426,2.34,0,0,2008,4,0,0,0
基隆市第01選區,謝國樑,4,男,1975,中國國民黨,98926,0.6779000000000001,*,是,2008,NA,基隆市第01選區,謝國樑,4,0,1,1975,中國國民黨,98926,67.79,1,1,2008,4,1,0,0
基隆市第01選區,林右昌,1,男,1971,民主進步黨,84487,0.4017,NA,否,2012,96.37,基隆市第01選區,林右昌,1,1,1,1971,民主進步黨,84487,40.17,0,0,2012,5,0,1,0
基隆市第01選區,黃小陵,2,女,1970,人民民主陣線,2599,0.0123,NA,否,2012,96.37,基隆市第01選區,黃小陵,2,0,0,1970,人民民主陣線,2599,1.23,0,0,2012,5,0,1,0
基隆市第01選區,謝國樑,3,男,1975,中國國民黨,110196,0.5239,*,是,2012,96.37,基隆市第01選區,謝國樑,3,0,1,1975,中國國民黨,110196,52.39,1,1,2012,5,0,1,1
基隆市第01選區,張耿輝,4,男,1961,無黨籍及未經政黨推薦,12332,0.058600000000000006,NA,否,2012,96.37,基隆市第01選區,張耿輝,4,0,1,1961,無黨籍及未經政黨推薦,12332,5.86,0,0,2012,5,0,1,0
基隆市第01選區,周一成,5,男,1958,台灣主義黨,707,0.0033,NA,否,2012,96.37,基隆市第01選區,周一成,5,0,1,1958,台灣主義黨,707,0.33,0,0,2012,5,1,1,0
基隆市第01選區,楊石城,1,男,1962,民國黨,19045,0.1003,NA,否,2016,92.56,基隆市第01選區,楊石城,1,1,1,1962,民國黨,19045,10.03,0,0,2016,4,0,0,0
基隆市第01選區,劉文雄,2,男,1954,親民黨,23485,0.12359999999999999,NA,否,2016,92.56,基隆市第01選區,劉文雄,2,0,1,1954,親民黨,23485,12.36,0,0,2016,4,0,0,0
基隆市第01選區,郝龍斌,3,男,1952,中國國民黨,68632,0.3614,NA,否,2016,92.56,基隆市第01選區,郝龍斌,3,0,1,1952,中國國民黨,68632,36.14,0,0,2016,4,0,0,0
基隆市第01選區,蔡適應,4,男,1973,民主進步黨,78707,0.41450000000000004,*,否,2016,92.56,基隆市第01選區,蔡適應,4,0,1,1973,民主進步黨,78707,41.45,1,0,2016,4,1,0,0
基隆市第01選區,蔡適應,1,男,1973,民主進步黨,104082,0.4729,*,是,2020,77.6,基隆市第01選區,蔡適應,1,1,1,1973,民主進步黨,104082,47.29,1,1,2020,4,0,0,0
基隆市第01選區,宋瑋莉,2,女,1957,中國國民黨,83689,0.3803,NA,否,2020,77.6,基隆市第01選區,宋瑋莉,2,0,0,1957,中國國民黨,83689,38.03,0,0,2020,4,0,0,0
基隆市第01選區,張耿輝,3,男,1961,無黨籍及未經政黨推薦,13374,0.0608,NA,否,2020,77.6,基隆市第01選區,張耿輝,3,0,1,1961,無黨籍及未經政黨推薦,13374,6.08,0,0,2020,4,0,0,0
基隆市第01選區,楊石城,4,男,1962,國會政黨聯盟,18942,0.0861,NA,否,2020,77.6,基隆市第01選區,楊石城,4,0,1,1962,國會政黨聯盟,18942,8.61,0,0,2020,4,1,0,0
宜蘭縣第01選區,陳金德,1,男,1961,民主進步黨,81984,0.4586,NA,是,2008,NA,宜蘭縣第01選區,陳金德,1,1,1,1961,民主進步黨,81984,45.86,0,1,2008,3,0,1,0
宜蘭縣第01選區,林建榮,2,男,1946,中國國民黨,94965,0.5312,*,是,2008,NA,宜蘭縣第01選區,林建榮,2,0,1,1946,中國國民黨,94965,53.12,1,1,2008,3,0,1,1
宜蘭縣第01選區,謝李靜宜,3,女,1958,民主自由黨,1795,0.01,NA,否,2008,NA,宜蘭縣第01選區,謝李靜宜,3,0,0,1958,民主自由黨,1795,1,0,0,2008,3,1,1,0
宜蘭縣第01選區,林建榮,1,男,1946,中國國民黨,118971,0.483,NA,是,2012,99,宜蘭縣第01選區,林建榮,1,1,1,1946,中國國民黨,118971,48.3,0,1,2012,2,0,0,0
宜蘭縣第01選區,陳歐珀,2,男,1962,民主進步黨,127303,0.5169,*,否,2012,99,宜蘭縣第01選區,陳歐珀,2,0,1,1962,民主進步黨,127303,51.690000000000005,1,0,2012,2,1,0,0
宜蘭縣第01選區,陳歐珀,1,男,1962,民主進步黨,120393,0.5367000000000001,*,是,2016,100,宜蘭縣第01選區,陳歐珀,1,1,1,1962,民主進步黨,120393,53.67000000000001,1,1,2016,8,0,0,0
宜蘭縣第01選區,孫博萮,2,女,1978,無黨籍及未經政黨推薦,7189,0.032,NA,否,2016,100,宜蘭縣第01選區,孫博萮,2,0,0,1978,無黨籍及未經政黨推薦,7189,3.2,0,0,2016,8,0,0,0
宜蘭縣第01選區,郭儒釗,3,男,1956,軍公教聯盟黨,1062,0.004699999999999999,NA,否,2016,100,宜蘭縣第01選區,郭儒釗,3,0,1,1956,軍公教聯盟黨,1062,0.4699999999999999,0,0,2016,8,0,0,0
宜蘭縣第01選區,李志鏞,4,男,1966,中國國民黨,63367,0.2825,NA,否,2016,100,宜蘭縣第01選區,李志鏞,4,0,1,1966,中國國民黨,63367,28.249999999999996,0,0,2016,8,0,0,0
宜蘭縣第01選區,林獻山,5,男,1958,泛盟黨,634,0.0028000000000000004,NA,否,2016,100,宜蘭縣第01選區,林獻山,5,0,1,1958,泛盟黨,634,0.28,0,0,2016,8,0,0,0
宜蘭縣第01選區,吳子維,6,男,1975,大愛憲改聯盟,945,0.0042,NA,否,2016,100,宜蘭縣第01選區,吳子維,6,0,1,1975,大愛憲改聯盟,945,0.42,0,0,2016,8,0,0,0
宜蘭縣第01選區,吳紹文,7,女,1976,綠黨社會民主黨聯盟,10730,0.0478,NA,否,2016,100,宜蘭縣第01選區,吳紹文,7,0,0,1976,綠黨社會民主黨聯盟,10730,4.78,0,0,2016,8,0,0,0
宜蘭縣第01選區,邱錫奎,8,男,1961,無黨籍及未經政黨推薦,19961,0.0889,NA,否,2016,100,宜蘭縣第01選區,邱錫奎,8,0,1,1961,無黨籍及未經政黨推薦,19961,8.89,0,0,2016,8,1,0,0
宜蘭縣第01選區,黃定和,1,男,1958,無黨籍及未經政黨推薦,33026,0.12560000000000002,NA,否,2020,81.92,宜蘭縣第01選區,黃定和,1,1,1,1958,無黨籍及未經政黨推薦,33026,12.560000000000002,0,0,2020,6,0,0,0
宜蘭縣第01選區,陳歐珀,2,男,1962,民主進步黨,121526,0.4623,*,是,2020,81.92,宜蘭縣第01選區,陳歐珀,2,0,1,1962,民主進步黨,121526,46.23,1,1,2020,6,0,0,0
宜蘭縣第01選區,許育嘉,3,男,1973,勞動黨,1730,0.0066,NA,否,2020,81.92,宜蘭縣第01選區,許育嘉,3,0,1,1973,勞動黨,1730,0.66,0,0,2020,6,0,0,0
宜蘭縣第01選區,林獻山,4,男,1958,台灣維新,1618,0.0062,NA,否,2020,81.92,宜蘭縣第01選區,林獻山,4,0,1,1958,台灣維新,1618,0.62,0,0,2020,6,0,0,0
宜蘭縣第01選區,呂國華,5,男,1956,中國國民黨,89380,0.34,NA,否,2020,81.92,宜蘭縣第01選區,呂國華,5,0,1,1956,中國國民黨,89380,34,0,0,2020,6,0,0,0
宜蘭縣第01選區,孫博萮,6,女,1978,無黨籍及未經政黨推薦,15570,0.0592,NA,否,2020,81.92,宜蘭縣第01選區,孫博萮,6,0,0,1978,無黨籍及未經政黨推薦,15570,5.92,0,0,2020,6,1,0,0
屏東縣第01選區,王樹圍,1,男,1955,無黨籍及未經政黨推薦,2355,0.0174,NA,否,2008,NA,屏東縣第01選區,王樹圍,1,1,1,1955,無黨籍及未經政黨推薦,2355,1.7399999999999998,0,0,2008,6,0,0,0
屏東縣第01選區,蕭立應,2,男,1971,第三社會黨,470,0.0034000000000000002,NA,否,2008,NA,屏東縣第01選區,蕭立應,2,0,1,1971,第三社會黨,470,0.34,0,0,2008,6,0,0,0
屏東縣第01選區,蔡豪,3,男,1958,無黨籍及未經政黨推薦,58727,0.4341,NA,是,2008,NA,屏東縣第01選區,蔡豪,3,0,1,1958,無黨籍及未經政黨推薦,58727,43.41,0,1,2008,6,0,0,0
屏東縣第01選區,藍群傑,4,男,1959,無黨籍及未經政黨推薦,6656,0.0492,NA,否,2008,NA,屏東縣第01選區,藍群傑,4,0,1,1959,無黨籍及未經政黨推薦,6656,4.92,0,0,2008,6,0,0,0
屏東縣第01選區,蘇震清,5,男,1965,民主進步黨,63453,0.469,*,否,2008,NA,屏東縣第01選區,蘇震清,5,0,1,1965,民主進步黨,63453,46.9,1,0,2008,6,0,0,0
屏東縣第01選區,張惠怡,6,女,1970,無黨籍及未經政黨推薦,3617,0.026699999999999998,NA,否,2008,NA,屏東縣第01選區,張惠怡,6,0,0,1970,無黨籍及未經政黨推薦,3617,2.67,0,0,2008,6,1,0,0
屏東縣第01選區,陳俊豪,1,男,1986,台灣主義黨,2283,0.013999999999999999,NA,否,2012,46.91,屏東縣第01選區,陳俊豪,1,1,1,1986,台灣主義黨,2283,1.4,0,0,2012,4,0,0,0
屏東縣第01選區,蘇震清,2,男,1965,民主進步黨,94538,0.5820000000000001,*,是,2012,46.91,屏東縣第01選區,蘇震清,2,0,1,1965,民主進步黨,94538,58.20000000000001,1,1,2012,4,0,0,0
屏東縣第01選區,吳亮慶,3,男,1954,無黨籍及未經政黨推薦,10437,0.0642,NA,否,2012,46.91,屏東縣第01選區,吳亮慶,3,0,1,1954,無黨籍及未經政黨推薦,10437,6.419999999999999,0,0,2012,4,0,0,0
屏東縣第01選區,羅志明,4,男,1957,中國國民黨,55161,0.3396,NA,否,2012,46.91,屏東縣第01選區,羅志明,4,0,1,1957,中國國民黨,55161,33.96,0,0,2012,4,1,0,0
屏東縣第01選區,廖婉汝,1,女,1960,中國國民黨,43678,0.3,NA,否,2016,93.17,屏東縣第01選區,廖婉汝,1,1,0,1960,中國國民黨,43678,30,0,0,2016,2,0,0,0
屏東縣第01選區,蘇震清,2,男,1965,民主進步黨,101894,0.6999,*,是,2016,93.17,屏東縣第01選區,蘇震清,2,0,1,1965,民主進步黨,101894,69.99,1,1,2016,2,1,0,0
屏東縣第01選區,葉壽山,1,男,1968,中國國民黨,90467,0.374,NA,否,2020,100,屏東縣第01選區,葉壽山,1,1,1,1968,中國國民黨,90467,37.4,0,0,2020,6,0,0,0
屏東縣第01選區,鍾佳濱,2,男,1965,民主進步黨,119871,0.4955,*,是,2020,100,屏東縣第01選區,鍾佳濱,2,0,1,1965,民主進步黨,119871,49.55,1,1,2020,6,0,0,0
屏東縣第01選區,黃冬輝,3,男,1959,無黨籍及未經政黨推薦,2700,0.011200000000000002,NA,否,2020,100,屏東縣第01選區,黃冬輝,3,0,1,1959,無黨籍及未經政黨推薦,2700,1.12,0,0,2020,6,0,0,0
屏東縣第01選區,蔣月惠,4,女,1959,無黨籍及未經政黨推薦,24118,0.09970000000000001,NA,否,2020,100,屏東縣第01選區,蔣月惠,4,0,0,1959,無黨籍及未經政黨推薦,24118,9.97,0,0,2020,6,0,0,0
屏東縣第01選區,秦鴻明,5,男,1967,無黨籍及未經政黨推薦,281,0.0012,NA,否,2020,100,屏東縣第01選區,秦鴻明,5,0,1,1967,無黨籍及未經政黨推薦,281,0.12,0,0,2020,6,0,0,0
屏東縣第01選區,潘偉龍,6,男,1994,一邊一國行動黨,4476,0.018500000000000003,NA,否,2020,100,屏東縣第01選區,潘偉龍,6,0,1,1994,一邊一國行動黨,4476,1.8500000000000003,0,0,2020,6,1,0,0
屏東縣第02選區,李世斌,1,男,1962,民主進步黨,52441,0.43170000000000003,NA,否,2008,NA,屏東縣第02選區,李世斌,1,1,1,1962,民主進步黨,52441,43.17,0,0,2008,2,0,0,0
屏東縣第02選區,王進士,2,男,1948,中國國民黨,69027,0.5682,*,否,2008,NA,屏東縣第02選區,王進士,2,0,1,1948,中國國民黨,69027,56.82000000000001,1,0,2008,2,1,0,0
屏東縣第02選區,李世斌,1,男,1962,民主進步黨,75986,0.4849,NA,否,2012,100,屏東縣第02選區,李世斌,1,1,1,1962,民主進步黨,75986,48.49,0,0,2012,2,0,0,0
屏東縣第02選區,王進士,2,男,1948,中國國民黨,80696,0.515,*,是,2012,100,屏東縣第02選區,王進士,2,0,1,1948,中國國民黨,80696,51.5,1,1,2012,2,1,0,0
屏東縣第02選區,鍾佳濱,1,男,1965,民主進步黨,76204,0.5254,*,否,2016,100,屏東縣第02選區,鍾佳濱,1,1,1,1965,民主進步黨,76204,52.54,1,0,2016,2,0,0,0
屏東縣第02選區,王進士,2,男,1948,中國國民黨,68815,0.47450000000000003,NA,是,2016,100,屏東縣第02選區,王進士,2,0,1,1948,中國國民黨,68815,47.45,0,1,2016,2,1,0,0
屏東縣第02選區,鄭朝明,1,男,1952,無黨籍及未經政黨推薦,7214,0.031400000000000004,NA,否,2020,100,屏東縣第02選區,鄭朝明,1,1,1,1952,無黨籍及未經政黨推薦,7214,3.1400000000000006,0,0,2020,9,0,1,0
屏東縣第02選區,周佳琪,2,女,1983,中國國民黨,91168,0.3967,NA,否,2020,100,屏東縣第02選區,周佳琪,2,0,0,1983,中國國民黨,91168,39.67,0,0,2020,9,0,1,0
